,Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,total_runners
131,Daniel Roldan-Johnson,IL,U.S. House Illinois District 14,Representative,Regular,3/20/18,Lost,None,0,-7.96,2.3,No,0,0.0,1.0,0.0,0,0.0,0.0,No,No,No,,No,,No,,,,,,,7
132,George Weber,IL,U.S. House Illinois District 14,Representative,Regular,3/20/18,Lost,None,0,-7.96,5.0,No,0,0.0,0.0,0.0,0,1.0,0.0,No,No,No,,No,,No,,,,,,,7
133,Jim Walz,IL,U.S. House Illinois District 14,Representative,Regular,3/20/18,Lost,None,0,-7.96,10.0,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,No,,No,,Yes,,,,,,,7
134,John Hosta,IL,U.S. House Illinois District 14,Representative,Regular,3/20/18,Lost,None,0,-7.96,5.0,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,No,,No,,No,,,,,,,7
135,Lauren Underwood,IL,U.S. House Illinois District 14,Representative,Regular,3/20/18,Advanced,None,1,-7.96,57.299999,Yes,1,0.0,0.0,0.0,0,1.0,1.0,Yes,Yes,Yes,,Yes,,No,,,,,,,7
136,Matt Brolley,IL,U.S. House Illinois District 14,Representative,Regular,3/20/18,Lost,None,0,-7.96,13.4,No,0,0.0,0.0,1.0,0,1.0,0.0,No,No,No,,No,,No,,,,,,,7
137,Victor Swanson,IL,U.S. House Illinois District 14,Representative,Regular,3/20/18,Lost,None,0,-7.96,7.0,No,0,1.0,0.0,0.0,0,0.0,0.0,No,No,No,,No,,No,,,,,,,7
138,Carl Spoerer,IL,U.S. House Illinois District 15,Representative,Regular,3/20/18,Lost,None,0,-44.630001,37.900002,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,2
139,Kevin Gaither,IL,U.S. House Illinois District 15,Representative,Regular,3/20/18,Advanced,None,1,-44.630001,62.099998,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,2
140,Amy Murri Briel,IL,U.S. House Illinois District 16,Representative,Regular,3/20/18,Lost,None,0,-17.360001,19.5,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,,,,,4
141,Beth Vercolio-Osmund,IL,U.S. House Illinois District 16,Representative,Regular,3/20/18,Lost,None,0,-17.360001,13.0,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,4
142,Neill Mohammad,IL,U.S. House Illinois District 16,Representative,Regular,3/20/18,Lost,None,0,-17.360001,27.200001,No,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,4
143,Sara Dady,IL,U.S. House Illinois District 16,Representative,Regular,3/20/18,Advanced,None,1,-17.360001,40.299999,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,4
144,Brian Deters,IL,U.S. House Illinois District 18,Representative,Regular,3/20/18,Lost,None,0,-28.83,39.5,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
145,Darrel Miller,IL,U.S. House Illinois District 18,Representative,Regular,3/20/18,Lost,None,0,-28.83,18.799999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
146,Junius Rodriguez,IL,U.S. House Illinois District 18,Representative,Regular,3/20/18,Advanced,None,1,-28.83,41.700001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
147,Jesus Garcia,IL,U.S. House Illinois District 4,Representative,Regular,3/20/18,Advanced,None,1,65.089996,66.199997,Yes,1,0.0,0.0,1.0,0,0.0,0.0,,No,,,,Yes,Yes,,,,,,,3
148,Richard Gonzalez,IL,U.S. House Illinois District 4,Representative,Regular,3/20/18,Lost,None,0,65.089996,11.9,No,1,0.0,0.0,0.0,0,0.0,0.0,,No,,,,No,No,,,,,,,3
149,Sol Flores,IL,U.S. House Illinois District 4,Representative,Regular,3/20/18,Lost,None,0,65.089996,21.9,No,1,0.0,0.0,0.0,0,0.0,0.0,,Yes,,,,No,No,,,,,,,3
150,Amanda Howland,IL,U.S. House Illinois District 6,Representative,Regular,3/20/18,Lost,None,0,0.67000002,12.7,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,No,,,,,,,,,,,7
151,Becky Anderson Wilkins,IL,U.S. House Illinois District 6,Representative,Regular,3/20/18,Lost,None,0,0.67000002,6.0,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,No,,,,,,,,,,,7
152,Carole Cheney,IL,U.S. House Illinois District 6,Representative,Regular,3/20/18,Lost,None,0,0.67000002,17.4,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,No,,,,,,,,,,,7
153,Jennifer Zordani,IL,U.S. House Illinois District 6,Representative,Regular,3/20/18,Lost,None,0,0.67000002,4.0999999,No,0,0.0,0.0,0.0,0,0.0,0.0,No,No,No,,,,,,,,,,,7
154,Kelly Mazeski,IL,U.S. House Illinois District 6,Representative,Regular,3/20/18,Lost,None,0,0.67000002,26.799999,No,0,0.0,0.0,0.0,0,1.0,0.0,No,Yes,No,,,,,,,,,,,7
155,Ryan Huffman,IL,U.S. House Illinois District 6,Representative,Regular,3/20/18,Lost,None,0,0.67000002,3.5,No,0,0.0,0.0,0.0,0,1.0,0.0,No,No,No,,,,,,,,,,,7
156,Sean Casten,IL,U.S. House Illinois District 6,Representative,Regular,3/20/18,Advanced,None,1,0.67000002,29.5,Yes,0,0.0,0.0,0.0,1,1.0,0.0,Yes,No,Yes,,,,,,,,,,,7
157,Douglas Carpenter,IN,U.S. House Indiana District 2,Representative,Regular,5/8/18,Lost,None,0,-23.43,5.3000002,No,0,0.0,0.0,0.0,0,1.0,0.0,,,No,,,,,,,,,,,6
158,John Petroff,IN,U.S. House Indiana District 2,Representative,Regular,5/8/18,Lost,None,0,-23.43,1.5,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,6
159,Mel Hall,IN,U.S. House Indiana District 2,Representative,Regular,5/8/18,Advanced,None,1,-23.43,41.700001,Yes,0,0.0,0.0,0.0,1,1.0,0.0,,,No,,,,,,,,,,,6
160,Pat Hackett,IN,U.S. House Indiana District 2,Representative,Regular,5/8/18,Lost,None,0,-23.43,28.200001,No,0,0.0,1.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,6
161,Roland Leech,IN,U.S. House Indiana District 2,Representative,Regular,5/8/18,Lost,None,0,-23.43,1.2,No,0,1.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,6
162,Yatish Joshi,IN,U.S. House Indiana District 2,Representative,Regular,5/8/18,Lost,None,0,-23.43,22.1,No,1,0.0,0.0,0.0,1,1.0,0.0,,,Yes,,,,,,,,,,,6
163,Courtney Tritch,IN,U.S. House Indiana District 3,Representative,Regular,5/8/18,Advanced,None,1,-35.48,79.099998,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
164,John Roberson,IN,U.S. House Indiana District 3,Representative,Regular,5/8/18,Lost,None,0,-35.48,10.2,No,1,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
165,Tommy Schrader,IN,U.S. House Indiana District 3,Representative,Regular,5/8/18,Lost,None,0,-35.48,10.7,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
166,Darin Patrick Griesey,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Lost,None,0,-34.110001,6.6999998,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
167,Joe Mackey,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Lost,None,0,-34.110001,16.1,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
168,Roger Day,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Lost,None,0,-34.110001,12.4,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
169,Roland Ellis,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Lost,None,0,-34.110001,9.1999998,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
170,Tobi Beck,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Advanced,None,1,-34.110001,34.599998,Yes,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
171,Veronikka Ziol,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Lost,None,0,-34.110001,21.1,No,0,0.0,1.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
172,Dee Thornton,IN,U.S. House Indiana District 5,Representative,Regular,5/8/18,Advanced,None,1,-15.58,53.0,Yes,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,5
173,Dion Douglas,IN,U.S. House Indiana District 5,Representative,Regular,5/8/18,Lost,None,0,-15.58,10.3,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,5
174,Eshel Faraggi,IN,U.S. House Indiana District 5,Representative,Regular,5/8/18,Lost,None,0,-15.58,7.5999999,No,1,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,5
175,Kyle Brenden Moore,IN,U.S. House Indiana District 5,Representative,Regular,5/8/18,Lost,None,0,-15.58,23.700001,No,1,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,5
176,Sean Dugdale,IN,U.S. House Indiana District 5,Representative,Regular,5/8/18,Lost,None,0,-15.58,5.5,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,5
177,George Thomas Holland,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,0,-38.529999,11.1,No,0,1.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,6
178,Jeannine Lee Lake,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Advanced,None,1,-38.529999,38.299999,Yes,1,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
179,Jim Pruett,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,0,-38.529999,25.799999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
180,Joshua Williamson,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,0,-38.529999,7.3000002,No,0,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,,,,,,,6
181,K. Lave,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,0,-38.529999,1.9,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
182,Lane Siekman,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,0,-38.529999,15.6,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
184,Daniel Canon,IN,U.S. House Indiana District 9,Representative,Regular,5/8/18,Lost,None,0,-26.83,30.700001,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,,,No,,,Yes,No,,No,,,3
185,Liz Watson,IN,U.S. House Indiana District 9,Representative,Regular,5/8/18,Advanced,None,1,-26.83,66.400002,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,Yes,,,Yes,,,No,Yes,,Yes,,,3
186,Rob Chatlos,IN,U.S. House Indiana District 9,Representative,Regular,5/8/18,Lost,None,0,-26.83,2.9000001,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,,,No,,,No,No,,No,,,3
189,Brent Welder,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,0,-4.0100002,33.900002,No,0,0.0,0.0,0.0,0,0.0,1.0,,No,Yes,,,Yes,Yes,Yes,Yes,No,,,,6
190,Jay Sidie,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,0,-4.0100002,2.9000001,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,No,,,No,No,No,No,No,,,,6
191,Mike McCamon,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,0,-4.0100002,6.9000001,No,0,0.0,0.0,0.0,0,1.0,0.0,,No,No,,,No,No,No,No,No,,,,6
192,Sharice Davids,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Advanced,None,1,-4.0100002,37.299999,Yes,1,0.0,1.0,0.0,0,0.0,0.0,,Yes,No,,,No,No,No,No,Yes,,,,6
193,Sylvia Williams,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,0,-4.0100002,4.6999998,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,No,,,No,No,No,No,No,,,,6
194,Tom Niermann,KS,U.S. House Kansas District 3,Representative,Regular,8/7/18,Lost,None,0,-4.0100002,14.3,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,No,,,No,No,No,No,Yes,,,,6
195,James Thompson,KS,U.S. House Kansas District 4,Representative,Regular,8/7/18,Advanced,None,1,-29.309999,65.300003,Yes,0,1.0,0.0,0.0,0,0.0,0.0,,,Yes,,,Yes,Yes,Yes,,,,,,2
196,Laura Lombard,KS,U.S. House Kansas District 4,Representative,Regular,8/7/18,Lost,None,0,-29.309999,34.700001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,No,No,No,,,,,,2
197,Alonzo Pennington,KY,U.S. House Kentucky District 1,Representative,Regular,5/22/18,Lost,None,0,-47.48,25.4,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,No,,,,2
198,Paul Walker,KY,U.S. House Kentucky District 1,Representative,Regular,5/22/18,Advanced,None,1,-47.48,74.599998,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,Yes,,,,2
199,Brian Pedigo,KY,U.S. House Kentucky District 2,Representative,Regular,5/22/18,Lost,None,0,-39.509998,28.68,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,4
200,Grant Short,KY,U.S. House Kentucky District 2,Representative,Regular,5/22/18,Lost,None,0,-39.509998,19.59,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,Yes,,,,,,,4
201,Hank Linderman,KY,U.S. House Kentucky District 2,Representative,Regular,5/22/18,Advanced,None,1,-39.509998,30.02,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,4
202,Rane Eir Olivia Sessions,KY,U.S. House Kentucky District 2,Representative,Regular,5/22/18,Lost,None,0,-39.509998,21.719999,No,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,No,,,,,,,4
203,Christina Lord,KY,U.S. House Kentucky District 4,Representative,Regular,5/22/18,Lost,None,0,-36.610001,21.709999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,3
204,Patti Piatt,KY,U.S. House Kentucky District 4,Representative,Regular,5/22/18,Lost,None,0,-36.610001,37.529999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,,,3
205,Seth Hall,KY,U.S. House Kentucky District 4,Representative,Regular,5/22/18,Advanced,None,1,-36.610001,40.77,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,,,,,,,,3
206,Kenneth Stepp,KY,U.S. House Kentucky District 5,Representative,Regular,5/22/18,Advanced,None,1,-62.060001,58.689999,Yes,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,2
207,Scott Sykes,KY,U.S. House Kentucky District 5,Representative,Regular,5/22/18,Lost,None,0,-62.060001,41.310001,No,0,0.0,0.0,1.0,0,0.0,0.0,,,,,,,,,,,,,,2
208,Amy McGrath,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Advanced,None,1,-17.41,48.66,Yes,0,1.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,Yes,,6
209,Daniel Kemph,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,0,-17.41,1.23,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,No,,6
210,Geoff Young,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,0,-17.41,1.5700001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,6
211,Jim Gray,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,0,-17.41,40.509998,No,0,0.0,1.0,1.0,0,0.0,0.0,,,,,,,,,,,,,,6
212,Reggie Thomas,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,0,-17.41,7.1999998,No,1,0.0,0.0,1.0,0,0.0,0.0,,,,,,,,,,,,No,,6
213,Theodore Green,KY,U.S. House Kentucky District 6,Representative,Regular,5/22/18,Lost,None,0,-17.41,0.82999998,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,No,,6
214,Allison Galbraith,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,0,-29.66,28.0,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,No,,6
215,Erik Lane,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,0,-29.66,2.2,No,0,0.0,0.0,0.0,0,1.0,0.0,,,No,,,,No,,,,,No,,6
216,Jesse Colvin,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Advanced,None,1,-29.66,38.0,Yes,0,1.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,,,,,Yes,,6
217,Michael Brown,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,0,-29.66,15.0,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,No,,,,,No,,6
218,Michael Pullen,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,0,-29.66,12.9,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,Yes,,,,,No,,6
219,Steve Worton,MD,U.S. House Maryland District 1,Representative,Regular,6/26/18,Lost,None,0,-29.66,3.9000001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,No,,,,No,,,,,No,,6
220,Andrew Duck,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,0,11.89,4.9000001,No,0,1.0,0.0,0.0,0,0.0,0.0,,No,Yes,,,,No,No,,,No,,,8
221,Aruna Miller,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,0,11.89,30.700001,No,1,0.0,0.0,1.0,0,1.0,0.0,,Yes,Yes,,,,No,No,,,No,,,8
222,Chris Graves,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,0,11.89,1.6,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,No,,,,No,No,,,No,,,8
223,Christopher Hearsey,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,0,11.89,0.89999998,No,0,0.0,0.0,0.0,0,1.0,0.0,,No,Yes,,,,No,No,,,No,,,8
224,David Trone,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Advanced,None,1,11.89,40.299999,Yes,0,0.0,0.0,0.0,1,0.0,0.0,,No,Yes,,,,No,No,,,No,,,8
225,George English,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,0,11.89,1.1,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,No,,,,No,No,,,No,,,8
226,Nadia Hashimi,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,0,11.89,10.4,No,1,0.0,0.0,0.0,0,1.0,0.0,,No,Yes,,,,No,No,,,No,,,8
227,Roger Manno,MD,U.S. House Maryland District 6,Representative,Regular,6/26/18,Lost,None,0,11.89,10.3,No,0,0.0,0.0,1.0,0,0.0,0.0,,No,Yes,,,,Yes,Yes,,,Yes,,,8
228,Craig Olson,ME,U.S. House Maine District 2,Representative,Regular,6/12/18,Lost,None,0,-8.1300001,8.8299999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,No,,3
229,Jared Golden,ME,U.S. House Maine District 2,Representative,Regular,6/12/18,Advanced,None,1,-8.1300001,46.419998,Yes,0,1.0,0.0,1.0,0,0.0,0.0,,,No,,,,,,,,,Yes,,3
230,Lucas St. Clair,ME,U.S. House Maine District 2,Representative,Regular,6/12/18,Lost,None,0,-8.1300001,39.240002,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,No,,3
231,Frank Accavitti Jr.,MI,U.S. House Michigan District 10,Representative,Regular,8/7/18,Lost,None,0,-29.58,32.0,No,0,0.0,0.0,1.0,0,0.0,0.0,,,,,,,,,,,,,,3
232,Kimberly Bizon,MI,U.S. House Michigan District 10,Representative,Regular,8/7/18,Advanced,None,1,-29.58,41.099998,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
233,Michael McCarthy (Michigan),MI,U.S. House Michigan District 10,Representative,Regular,8/7/18,Lost,None,0,-29.58,26.9,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,3
234,Fayrouz Saad,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,0,-7.1799998,19.5,No,1,0.0,0.0,0.0,0,0.0,1.0,,,,,,,,Yes,,,,,,5
235,Haley Stevens,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Advanced,None,1,-7.1799998,27.0,Yes,0,0.0,0.0,0.0,0,0.0,1.0,,,,,,,,No,,,,,,5
236,Nancy Skinner,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,0,-7.1799998,10.4,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,No,,,,,,5
237,Suneel Gupta,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,0,-7.1799998,21.299999,No,1,0.0,0.0,0.0,0,1.0,0.0,,,,,,,,No,,,,,,5
238,Tim Greimel,MI,U.S. House Michigan District 11,Representative,Regular,8/7/18,Lost,None,0,-7.1799998,21.799999,No,0,0.0,0.0,1.0,0,0.0,0.0,,,,,,,,No,,,,,,5
239,Bill Wild,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Lost,None,0,60.720001,14.0,No,0,0.0,0.0,1.0,0,0.0,0.0,,,,,,,No,No,No,,,,,10
240,Bill Wild,MI,U.S. House Michigan District 13,Representative,Special,8/7/18,Lost,None,0,60.720001,15.2,No,0,0.0,0.0,1.0,0,0.0,0.0,,,,,,,No,No,No,,,,,10
241,Brenda Jones,MI,U.S. House Michigan District 13,Representative,Special,8/7/18,Advanced,None,1,60.720001,37.700001,Yes,1,0.0,0.0,1.0,0,0.0,0.0,,,,,,,No,No,No,,,,,10
242,Brenda Jones,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Lost,None,0,60.720001,29.200001,No,1,0.0,0.0,1.0,0,0.0,0.0,,,,,,,No,No,No,,,,,10
243,Coleman Young II,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Lost,None,0,60.720001,12.0,No,1,0.0,0.0,1.0,0,0.0,0.0,,,,,,,No,No,No,,,,,10
244,Ian Conyers,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Lost,None,0,60.720001,6.3000002,No,1,0.0,0.0,1.0,0,0.0,0.0,,,,,,,No,No,No,,,,,10
245,Ian Conyers,MI,U.S. House Michigan District 13,Representative,Special,8/7/18,Lost,None,0,60.720001,11.2,No,1,0.0,0.0,1.0,0,0.0,0.0,,,,,,,No,No,No,,,,,10
246,Rashida Tlaib,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Advanced,None,1,60.720001,33.200001,Yes,1,0.0,0.0,1.0,0,0.0,1.0,,,,,,,Yes,Yes,Yes,,,,No,10
247,Rashida Tlaib,MI,U.S. House Michigan District 13,Representative,Special,8/7/18,Lost,None,0,60.720001,35.900002,No,1,0.0,0.0,1.0,0,0.0,1.0,,,,,,,Yes,Yes,Yes,,,,No,10
248,Shanelle Jackson,MI,U.S. House Michigan District 13,Representative,Regular,8/7/18,Lost,None,0,60.720001,5.3000002,No,1,0.0,0.0,1.0,0,0.0,0.0,,,,,,,No,No,No,,,,,10
250,Cathy Albro,MI,U.S. House Michigan District 3,Representative,Regular,8/7/18,Advanced,None,1,-11.41,68.199997,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,,,2
251,Fred Wooden,MI,U.S. House Michigan District 3,Representative,Regular,8/7/18,Lost,None,0,-11.41,31.799999,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,2
252,Jerry Hilliard,MI,U.S. House Michigan District 4,Representative,Regular,8/7/18,Advanced,None,1,-23.129999,66.400002,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,2
253,Zigmond Kozicki,MI,U.S. House Michigan District 4,Representative,Regular,8/7/18,Lost,None,0,-23.129999,33.599998,No,0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,2
254,David Benac,MI,U.S. House Michigan District 6,Representative,Regular,8/7/18,Lost,None,0,-9.1800003,21.700001,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,Yes,Yes,,,,,,4
255,George Franklin,MI,U.S. House Michigan District 6,Representative,Regular,8/7/18,Lost,None,0,-9.1800003,28.1,No,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,No,No,,,,,,4
256,Matt Longjohn,MI,U.S. House Michigan District 6,Representative,Regular,8/7/18,Advanced,None,1,-9.1800003,37.299999,Yes,0,0.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,No,No,,,,,,4
257,Rich Eichholz,MI,U.S. House Michigan District 6,Representative,Regular,8/7/18,Lost,None,0,-9.1800003,13.0,No,0,0.0,0.0,0.0,0,1.0,0.0,,,Yes,,,,No,No,,,,,,4
258,Gretchen Driskell,MI,U.S. House Michigan District 7,Representative,Regular,8/7/18,Advanced,None,1,-16.059999,85.199997,Yes,0,0.0,0.0,1.0,0,0.0,0.0,Yes,Yes,,,,,No,,,,,,,2
259,Steven Friday,MI,U.S. House Michigan District 7,Representative,Regular,8/7/18,Lost,None,0,-16.059999,14.8,No,0,1.0,0.0,0.0,0,0.0,0.0,No,No,,,,,Yes,,,,,,,2
260,Chris Smith,MI,U.S. House Michigan District 8,Representative,Regular,8/7/18,Lost,None,0,-8.3299999,29.1,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,,No,,,,,,,,,,2
261,Elissa Slotkin,MI,U.S. House Michigan District 8,Representative,Regular,8/7/18,Advanced,None,1,-8.3299999,70.900002,Yes,0,0.0,0.0,0.0,0,0.0,1.0,,Yes,,Yes,,,,,,,,,,2
262,Andy Levin,MI,U.S. House Michigan District 9,Representative,Regular,8/7/18,Advanced,None,1,7.1399999,52.5,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,No,Yes,,,,,,,,,,,3
263,Ellen Lipton,MI,U.S. House Michigan District 9,Representative,Regular,8/7/18,Lost,None,0,7.1399999,42.400002,No,0,0.0,0.0,1.0,0,1.0,0.0,,Yes,Yes,,,,,,,,,,,3
264,Martin Brook,MI,U.S. House Michigan District 9,Representative,Regular,8/7/18,Lost,None,0,7.1399999,5.0999999,No,0,0.0,0.0,0.0,0,0.0,0.0,,No,Yes,,,,,,,,,,,3
265,Bill Haas,MO,U.S. House Missouri District 2,Representative,Regular,8/7/18,Lost,None,0,-14.18,19.5,No,0,0.0,0.0,1.0,0,0.0,0.0,,,,,,,,,,,,No,,5
266,Cort VanOstran,MO,U.S. House Missouri District 2,Representative,Regular,8/7/18,Advanced,None,1,-14.18,41.700001,Yes,0,0.0,0.0,0.0,0,0.0,0.0,,,Yes,,,,,,,,,No,,5
